origin,dest,passengers,distancemiles,origin_name,origin_cbsa,origin_cbsa_name,dest_name,dest_cbsa,dest_cbsa_name
SAT,FLL,6300,1145,San Antonio International,41700,"San Antonio-New Braunfels, TX",Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
TPA,FLL,102890,197,Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL",Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
DEN,ORF,74180,1553,Denver International,19740,"Denver-Aurora-Lakewood, CO",Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
DEN,TUL,169430,541,Denver International,19740,"Denver-Aurora-Lakewood, CO",Tulsa International,46140,"Tulsa, OK"
LAS,GEG,103610,806,McCarran International,29820,"Las Vegas-Henderson-Paradise, NV",Spokane International,44060,"Spokane-Spokane Valley, WA"
MDW,MHT,61690,838,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Manchester-Boston Regional,31700,"Manchester-Nashua, NH"
PHX,GEG,105170,1020,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Spokane International,44060,"Spokane-Spokane Valley, WA"
SMF,GEG,55540,649,Sacramento International,40900,"Sacramento-Roseville-Folsom, CA",Spokane International,44060,"Spokane-Spokane Valley, WA"
LAS,PHX,725740,255,McCarran International,29820,"Las Vegas-Henderson-Paradise, NV",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
OAK,GEG,76630,723,Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA",Spokane International,44060,"Spokane-Spokane Valley, WA"
BWI,GRR,42560,528,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",Gerald R. Ford International,24340,"Grand Rapids-Kentwood, MI"
HOU,GSP,20550,845,William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX",Greenville-Spartanburg International,43900,"Spartanburg, SC"
LIH,SJC,57680,2466,Lihue Airport,28180,"Kapaa, HI",Norman Y. Mineta San Jose International,41940,"San Jose-Sunnyvale-Santa Clara, CA"
OAK,LAX,411480,337,Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
OAK,SLC,233110,588,Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA",Salt Lake City International,41620,"Salt Lake City, UT"
PHX,BNA,216210,1449,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
ATL,HOU,322810,696,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
BNA,RDU,149660,442,Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
BWI,LGA,70880,185,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
DAL,HOU,339930,239,Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
DEN,HOU,257970,883,Denver International,19740,"Denver-Aurora-Lakewood, CO",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
ELP,HOU,106340,677,El Paso International,21340,"El Paso, TX",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
GSP,HOU,19440,845,Greenville-Spartanburg International,43900,"Spartanburg, SC",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
MIA,HOU,123770,955,Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
MSP,HOU,10220,1057,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
MSY,HOU,198520,302,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
PHX,HOU,206500,1020,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
STL,HOU,127330,687,St Louis Lambert International,41180,"St. Louis, MO-IL",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
STL,LGA,259480,888,St Louis Lambert International,41180,"St. Louis, MO-IL",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
AUS,HOU,143500,148,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
BUR,HOU,19930,1389,Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
ECP,HOU,59190,571,Northwest Florida Beaches International,37460,"Panama City, FL",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
FLL,HOU,110250,957,Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
HRL,HOU,143220,277,Valley International,15180,"Brownsville-Harlingen, TX",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
LAS,HOU,228800,1235,McCarran International,29820,"Las Vegas-Henderson-Paradise, NV",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
LAX,HOU,146730,1390,Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
LBB,HOU,4220,474,Lubbock Preston Smith International,31180,"Lubbock, TX",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
LGA,HOU,123490,1428,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
LGB,HOU,57140,1374,Long Beach Airport,31080,"Los Angeles-Long Beach-Anaheim, CA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
MAF,HOU,102980,441,Midland International Air and Space Port,33260,"Midland, TX",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
MCO,HOU,240350,849,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
MEM,HOU,41440,484,Memphis International,32820,"Memphis, TN-MS-AR",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
OAK,HOU,82400,1642,Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
OKC,HOU,114060,419,Will Rogers World,36420,"Oklahoma City, OK",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
ONT,HOU,11410,1345,Ontario International,40140,"Riverside-San Bernardino-Ontario, CA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
PHL,HOU,3610,1336,Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
PNS,HOU,41600,488,Pensacola Gulf Coast Regional,37860,"Pensacola-Ferry Pass-Brent, FL",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
RSW,HOU,15200,853,Southwest Florida International,15980,"Cape Coral-Fort Myers, FL",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
SAT,HOU,160720,192,San Antonio International,41700,"San Antonio-New Braunfels, TX",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
SAT,ISP,90,1624,San Antonio International,41700,"San Antonio-New Braunfels, TX",Long Island MacArthur,35620,"New York-Newark-Jersey City, NY-NJ-PA"
SAV,HOU,36130,853,Savannah/Hilton Head International,42340,"Savannah, GA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
SJC,HOU,50090,1621,Norman Y. Mineta San Jose International,41940,"San Jose-Sunnyvale-Santa Clara, CA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
TPA,HOU,128670,781,Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
TUL,HOU,67330,453,Tulsa International,46140,"Tulsa, OK",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
HOU,JAN,75840,359,William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX",Jackson Medgar Wiley Evers International,27140,"Jackson, MS"
HOU,HRL,135850,277,William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX",Valley International,15180,"Brownsville-Harlingen, TX"
MDW,COS,51760,917,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",City of Colorado Springs Municipal,17820,"Colorado Springs, CO"
MDW,SLC,86710,1259,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Salt Lake City International,41620,"Salt Lake City, UT"
DAL,OAK,91770,1468,Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA"
DAL,SMF,71810,1442,Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX",Sacramento International,40900,"Sacramento-Roseville-Folsom, CA"
MDW,GRR,109280,137,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Gerald R. Ford International,24340,"Grand Rapids-Kentwood, MI"
DAL,IAH,114920,216,Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
DAL,MCO,253700,973,Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
MDW,IAH,80380,917,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
DEN,ICT,142400,420,Denver International,19740,"Denver-Aurora-Lakewood, CO",Wichita Mid-Continent,48620,"Wichita, KS"
STL,ICT,43110,392,St Louis Lambert International,41180,"St. Louis, MO-IL",Wichita Mid-Continent,48620,"Wichita, KS"
BWI,PWM,126240,452,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",Portland International Jetport,38860,"Portland-South Portland, ME"
DAL,IND,63720,755,Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX",Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN"
HOU,IND,37110,861,William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX",Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN"
MCO,IND,242930,829,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN"
RSW,IND,123690,945,Southwest Florida International,15980,"Cape Coral-Fort Myers, FL",Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN"
SRQ,IND,25520,876,Sarasota/Bradenton International,35840,"North Port-Sarasota-Bradenton, FL",Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN"
BNA,ISP,33770,803,Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Long Island MacArthur,35620,"New York-Newark-Jersey City, NY-NJ-PA"
BWI,MIA,279780,946,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
BWI,VPS,35900,819,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",Eglin AFB Destin Fort Walton Beach,18880,"Crestview-Fort Walton Beach-Destin, FL"
BWI,MHT,164550,377,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",Manchester-Boston Regional,31700,"Manchester-Nashua, NH"
STL,JAX,42910,753,St Louis Lambert International,41180,"St. Louis, MO-IL",Jacksonville International,27260,"Jacksonville, FL"
BNA,JAX,90080,483,Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Jacksonville International,27260,"Jacksonville, FL"
MDW,JAX,47400,849,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Jacksonville International,27260,"Jacksonville, FL"
PHX,ATL,512350,1587,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
PHX,BWI,123070,1999,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD"
PHX,OKC,139040,833,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Will Rogers World,36420,"Oklahoma City, OK"
ABQ,LAS,136810,486,Albuquerque International Sunport,10740,"Albuquerque, NM",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
AMA,LAS,35570,758,Rick Husband Amarillo International,11100,"Amarillo, TX",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
AUS,IND,80250,919,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN"
AUS,MSY,163970,444,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
DAL,PIT,14890,1060,Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX",Pittsburgh International,38300,"Pittsburgh, PA"
GEG,LAS,104090,806,Spokane International,44060,"Spokane-Spokane Valley, WA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
MDW,PIT,137430,402,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Pittsburgh International,38300,"Pittsburgh, PA"
MKE,TPA,84380,1075,General Mitchell International,33340,"Milwaukee-Waukesha, WI",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
OAK,LAS,607610,407,Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
PDX,LAS,441990,763,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
SAT,ATL,380670,874,San Antonio International,41700,"San Antonio-New Braunfels, TX",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
SLC,MDW,92290,1259,Salt Lake City International,41620,"Salt Lake City, UT",Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
SMF,LAS,540530,397,Sacramento International,40900,"Sacramento-Roseville-Folsom, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
SNA,LAS,517190,226,John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
STL,PIT,46310,554,St Louis Lambert International,41180,"St. Louis, MO-IL",Pittsburgh International,38300,"Pittsburgh, PA"
BOI,LAS,97590,519,Boise Air Terminal,14260,"Boise City, ID",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
BUR,LAS,417860,223,Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
BWI,LAS,226220,2106,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
BZN,LAS,66190,701,Bozeman Yellowstone International,14580,"Bozeman, MT",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
COS,LAS,125940,604,City of Colorado Springs Municipal,17820,"Colorado Springs, CO",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
EUG,LAS,47070,700,Mahlon Sweet Field,21660,"Eugene-Springfield, OR",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
LGB,LAS,187670,231,Long Beach Airport,31080,"Los Angeles-Long Beach-Anaheim, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
MKE,LAS,174790,1524,General Mitchell International,33340,"Milwaukee-Waukesha, WI",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
ONT,LAS,236440,197,Ontario International,40140,"Riverside-San Bernardino-Ontario, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
PSP,LAS,40530,173,Palm Springs International,40140,"Riverside-San Bernardino-Ontario, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
RNO,LAS,340660,345,Reno/Tahoe International,39900,"Reno, NV",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
SAN,LAS,686560,258,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
SBA,LAS,85080,289,Santa Barbara Municipal,42200,"Santa Maria-Santa Barbara, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
SJC,LAS,332880,386,Norman Y. Mineta San Jose International,41940,"San Jose-Sunnyvale-Santa Clara, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
TUL,LAS,45160,1076,Tulsa International,46140,"Tulsa, OK",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
TUS,LAS,105080,365,Tucson International,46060,"Tucson, AZ",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
ABQ,LAX,154950,677,Albuquerque International Sunport,10740,"Albuquerque, NM",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
ELP,LAX,93150,715,El Paso International,21340,"El Paso, TX",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
HNL,LIH,160190,102,Daniel K Inouye International,46520,"Urban Honolulu, HI",Lihue Airport,28180,"Kapaa, HI"
MDW,MSY,124290,825,Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
MSY,SAT,36080,494,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",San Antonio International,41700,"San Antonio-New Braunfels, TX"
MSY,LAX,176780,1670,Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
PHX,TUL,69200,935,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Tulsa International,46140,"Tulsa, OK"
PHX,MCO,264530,1849,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
AUS,FLL,142410,1105,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
AUS,LAX,527950,1242,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
HOU,LAX,144390,1390,William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
RNO,LAX,213720,391,Reno/Tahoe International,39900,"Reno, NV",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
SMF,LAX,348030,373,Sacramento International,40900,"Sacramento-Roseville-Folsom, CA",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
SMF,ONT,206530,390,Sacramento International,40900,"Sacramento-Roseville-Folsom, CA",Ontario International,40140,"Riverside-San Bernardino-Ontario, CA"
AUS,RDU,95450,1162,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
